loan_status,gender,income,home_ownership,loan_amount,loan_interest_rate,previous_loan
Declined,male,33181,RENT,4800,8.56,No
Declined,male,114222,MORTGAGE,13481,10.19,No
Declined,female,192918,MORTGAGE,10000,9.22,No
Declined,female,58461,RENT,7000,7.23,Yes
Declined,male,151346,MORTGAGE,25000,11.44,Yes
Declined,male,74771,MORTGAGE,17918,9.44,No
Declined,female,57187,MORTGAGE,6000,9.99,Yes
Declined,male,84933,OWN,8000,13.24,No
Declined,male,39260,RENT,8500,9.35,Yes
Declined,female,45926,RENT,10000,14.91,No
Declined,female,87300,MORTGAGE,16000,13.72,Yes
Declined,female,29802,OWN,3000,10.9,Yes
Declined,female,102894,RENT,2124,12.51,Yes
Declined,male,47040,RENT,5000,10.09,Yes
Declined,female,40346,RENT,4000,7.16,No
Declined,female,25023,RENT,4800,8.72,Yes
Declined,female,96598,RENT,16000,11.87,Yes
Declined,female,52146,RENT,12000,11.7,No
Declined,female,46660,MORTGAGE,4007,12.32,Yes
Declined,male,27519,RENT,2500,8.14,Yes
Declined,male,54809,RENT,10000,12.88,Yes
Declined,male,54716,RENT,10000,16.24,No
Declined,male,29453,RENT,2800,10.95,Yes
Declined,male,61312,RENT,13865,6.31,Yes
Declined,female,61083,RENT,2800,10.15,Yes
Declined,male,67878,MORTGAGE,4000,7.16,Yes
Declined,male,246546,MORTGAGE,10764,9.63,Yes
Declined,male,204989,MORTGAGE,5841,8.89,Yes
Declined,female,45898,RENT,3171,11.61,Yes
Declined,female,49949,RENT,2623,12.35,No
Declined,male,65861,MORTGAGE,10000,7.09,Yes
Declined,male,110003,RENT,10000,16.24,Yes
Declined,male,15752,RENT,1500,11.68,Yes
Declined,male,85279,RENT,6061,6.81,No
Declined,female,108857,MORTGAGE,24250,11.5,Yes
Declined,female,70687,RENT,9600,7.5,No
Declined,male,108987,RENT,15000,14.92,Yes
Declined,male,65642,MORTGAGE,6000,6.7,Yes
Declined,male,74278,MORTGAGE,16855,11.37,Yes
Declined,male,66875,OWN,2000,12.53,Yes
Declined,female,88637,MORTGAGE,12000,7.45,Yes
Declined,male,93201,RENT,2371,9.72,No
Declined,female,111144,MORTGAGE,12000,7.66,No
Declined,female,82821,MORTGAGE,20000,9.68,Yes
Declined,female,51374,RENT,6000,10.88,Yes
Declined,female,85369,RENT,13000,7.89,No
Declined,male,29791,RENT,2000,9.3,Yes
Declined,female,112422,RENT,10000,14.14,Yes
Declined,female,85134,MORTGAGE,8000,10.35,Yes
Declined,female,187273,MORTGAGE,15000,11.23,No
Declined,male,74279,MORTGAGE,15000,12.64,No
Declined,female,176040,MORTGAGE,15000,8.37,Yes
Declined,male,82611,RENT,9061,13.36,Yes
Declined,female,67161,RENT,10200,13.07,Yes
Declined,female,111951,RENT,12000,11.71,Yes
Declined,female,224427,MORTGAGE,3001,6.39,Yes
Declined,female,35389,RENT,5000,10.04,No
Declined,male,37133,RENT,6000,11.37,Yes
Declined,male,120758,MORTGAGE,25000,11.73,No
Declined,female,43070,RENT,5000,11.4,Yes
Declined,female,232349,MORTGAGE,10000,13.06,Yes
Declined,female,116195,MORTGAGE,1502,14.22,Yes
Declined,female,84973,MORTGAGE,8443,9.28,Yes
Declined,male,47993,RENT,6848,12.93,Yes
Declined,female,47222,RENT,5525,8.73,Yes
Declined,female,38284,MORTGAGE,7541,9.97,Yes
Declined,male,115190,MORTGAGE,9297,7,Yes
Declined,female,43111,RENT,5662,12.26,Yes
Declined,female,96906,MORTGAGE,25000,10.36,Yes
Declined,male,87334,RENT,15000,11.03,Yes
Declined,male,84999,RENT,20000,12.02,Yes
Declined,female,54737,RENT,2000,12.29,Yes
Declined,male,120542,MORTGAGE,25000,15.27,Yes
Declined,male,37163,MORTGAGE,20667,9.54,No
Declined,female,168913,MORTGAGE,18000,10.18,No
Declined,female,35836,RENT,6979,7.83,Yes
Declined,female,66080,RENT,10000,11.47,Yes
Declined,male,97225,MORTGAGE,15000,8.4,Yes
Declined,female,66773,RENT,9500,7.36,Yes
Declined,male,57236,RENT,9000,7.51,Yes
Declined,male,59385,RENT,2711,7.31,Yes
Declined,female,72995,RENT,6000,10.43,Yes
Declined,male,70583,RENT,6000,7.67,No
Declined,male,100521,MORTGAGE,5000,6.76,Yes
Declined,male,91031,RENT,20000,10.81,Yes
Declined,male,79046,MORTGAGE,6000,9.02,Yes
Declined,male,56183,RENT,10000,9.07,Yes
Declined,male,115342,RENT,8000,11.13,Yes
Declined,male,34790,RENT,5460,12.19,Yes
Declined,male,163054,RENT,24000,6.99,No
Declined,female,51350,RENT,10000,10.99,No
Declined,female,109773,MORTGAGE,10000,8.55,Yes
Declined,male,31120,OWN,10706,13.48,No
Declined,female,148029,MORTGAGE,10000,9.29,Yes
Declined,male,48984,RENT,4500,13.18,Yes
Declined,male,95513,RENT,4000,8.12,Yes
Declined,male,36991,MORTGAGE,15000,11.35,No
Declined,female,60938,RENT,6000,14.83,Yes
Declined,male,84981,RENT,6113,7.74,No
Declined,male,54207,MORTGAGE,20094,9.75,Yes
Declined,female,62430,MORTGAGE,6000,8.4,No
Declined,female,45398,RENT,3526,13.18,No
Declined,male,99558,MORTGAGE,14639,9.22,Yes
Declined,male,293678,MORTGAGE,14593,13.28,Yes
Declined,male,61193,RENT,6000,13.03,Yes
Declined,male,90929,RENT,14000,6.52,Yes
Declined,male,67944,MORTGAGE,4117,10.53,No
Declined,female,83707,RENT,4830,11.48,No
Declined,male,73179,RENT,15000,11.47,Yes
Declined,male,36995,RENT,4000,7.49,No
Declined,female,67251,MORTGAGE,5399,10.07,Yes
Declined,male,99764,RENT,12000,8.02,No
Declined,male,46485,RENT,7500,10.24,No
Declined,female,217193,MORTGAGE,14000,8.19,Yes
Declined,female,174652,MORTGAGE,25000,11.14,Yes
Declined,male,44400,RENT,8000,10.85,No
Declined,female,99274,RENT,6000,7.51,Yes
Declined,female,42148,RENT,6000,15.15,No
Declined,female,97084,MORTGAGE,8000,12.5,No
Declined,female,237155,MORTGAGE,3415,8.94,Yes
Declined,female,30021,RENT,1500,10.01,Yes
Declined,male,65599,MORTGAGE,7000,9.7,Yes
Declined,male,36996,MORTGAGE,10256,9.64,Yes
Declined,male,28573,RENT,3000,11.77,Yes
Declined,female,67303,RENT,6000,11.14,Yes
Declined,female,75756,MORTGAGE,2278,11.77,No
Declined,male,40599,RENT,9000,12.95,Yes
Declined,female,87333,RENT,8000,11.09,Yes
Declined,male,94489,RENT,13000,12.53,Yes
Declined,female,31701,OWN,10000,9.44,No
Declined,female,83272,MORTGAGE,4800,11,Yes
Declined,female,81721,MORTGAGE,6000,10.22,Yes
Declined,male,43636,MORTGAGE,9000,9.74,No
Declined,male,29722,RENT,6000,6.29,No
Declined,male,69127,MORTGAGE,6594,10.77,No
Declined,male,76715,RENT,8000,13.45,No
Declined,male,91156,RENT,8000,5.99,No
Declined,female,144864,MORTGAGE,8000,7.35,Yes
Declined,male,28704,RENT,2000,11.31,No
Declined,female,78612,MORTGAGE,13554,11.81,Yes
Declined,male,51471,RENT,8500,11.96,Yes
Declined,male,199315,MORTGAGE,7872,11.27,No
Declined,female,61314,RENT,7276,7.58,No
Declined,female,125037,MORTGAGE,8948,9.2,Yes
Declined,female,91317,MORTGAGE,15000,8.76,Yes
Declined,female,360909,MORTGAGE,10000,10.95,Yes
Declined,male,144653,MORTGAGE,21303,12.88,Yes
Declined,male,113766,MORTGAGE,10000,9.05,No
Declined,female,25169,RENT,3000,11.01,Yes
Declined,male,55228,MORTGAGE,4504,10.5,No
Declined,male,151027,MORTGAGE,24000,9.06,No
Declined,female,35820,RENT,4000,10.83,Yes
Declined,female,58564,RENT,11000,12.14,No
Declined,female,163585,MORTGAGE,5129,6.93,Yes
Declined,female,79800,MORTGAGE,15000,15.42,Yes
Declined,male,46555,RENT,10554,12.9,Yes
Declined,male,90809,MORTGAGE,3508,12.7,Yes
Declined,female,73123,RENT,12000,11.48,Yes
Declined,male,102934,MORTGAGE,4000,9.12,Yes
Declined,female,151029,MORTGAGE,15000,12.16,Yes
Declined,female,60928,MORTGAGE,7500,10.99,Yes
Declined,female,51052,RENT,4000,8.9,Yes
Declined,female,67073,RENT,6000,12.99,Yes
Declined,female,47192,RENT,5000,10.8,Yes
Declined,male,54619,RENT,4000,12.95,No
Declined,male,136527,MORTGAGE,21158,10.55,Yes
Declined,female,241095,MORTGAGE,3007,7.3,Yes
Declined,male,31182,RENT,7000,13.81,Yes
Declined,female,102672,RENT,10000,7.37,Yes
Declined,female,49987,MORTGAGE,8000,6.77,Yes
Declined,male,65659,RENT,6399,9.62,No
Declined,male,217803,MORTGAGE,20000,13.86,No
Declined,male,43277,RENT,8000,8.04,No
Declined,male,36768,RENT,3000,12.35,No
Declined,male,51740,RENT,5000,5.63,Yes
Declined,male,65649,MORTGAGE,10000,8.2,No
Declined,male,241032,MORTGAGE,20000,9.23,Yes
Declined,female,157000,MORTGAGE,3000,8.43,Yes
Declined,male,48784,MORTGAGE,4000,10.4,Yes
Declined,female,60956,RENT,11000,13.26,No
Declined,male,52844,RENT,6000,9.41,Yes
Declined,female,205115,MORTGAGE,5552,12.3,No
Declined,female,87196,RENT,10000,9.68,No
Declined,male,46854,RENT,3585,12.95,Yes
Declined,male,144983,RENT,25110,11.1,No
Declined,male,55241,RENT,5000,12.09,Yes
Declined,female,65743,MORTGAGE,13000,11.61,Yes
Declined,female,52538,RENT,8500,8.98,Yes
Declined,female,59837,MORTGAGE,18348,10.21,No
Declined,male,180795,MORTGAGE,25000,10.22,Yes
Declined,female,37111,RENT,3000,11.01,No
Declined,male,126990,MORTGAGE,6000,11.05,No
Declined,male,72935,MORTGAGE,16800,14.48,Yes
Declined,female,97335,MORTGAGE,9000,11.98,Yes
Declined,male,115022,RENT,10000,8.41,No
Declined,female,123733,MORTGAGE,10879,11.12,No
Declined,female,37147,MORTGAGE,5000,12.37,Yes
Declined,male,78855,RENT,16000,12.56,No
Declined,male,90660,MORTGAGE,8500,17.16,Yes
Declined,female,36670,RENT,3839,13.85,Yes
Declined,female,205432,MORTGAGE,20000,11.41,Yes
Declined,male,99489,RENT,21824,13.1,Yes
Declined,female,66041,MORTGAGE,2000,8.5,Yes
Declined,female,99790,MORTGAGE,20000,10.52,Yes
Declined,female,49119,MORTGAGE,19062,9.91,No
Declined,female,48881,RENT,1706,11.1,No
Declined,female,85137,RENT,10000,9.45,No
Declined,male,57253,RENT,7000,6.62,Yes
Declined,female,73006,RENT,1200,13.5,Yes
Declined,male,38032,RENT,7196,12.08,Yes
Declined,male,58425,MORTGAGE,4800,10.05,No
Declined,female,62130,MORTGAGE,13000,11.91,Yes
Declined,female,108894,MORTGAGE,8000,7.96,Yes
Declined,male,118277,MORTGAGE,20000,6.91,No
Declined,female,61109,RENT,12000,8.45,Yes
Declined,male,79151,MORTGAGE,1457,9.52,Yes
Declined,male,43942,RENT,10000,10.74,Yes
Declined,female,48566,MORTGAGE,8206,9.17,No
Declined,female,193120,MORTGAGE,12000,8.02,No
Declined,female,109114,RENT,4800,8.74,No
Declined,male,91008,RENT,5000,6.33,Yes
Declined,female,34532,OWN,9765,7.82,No
Declined,female,57587,MORTGAGE,13941,9.8,Yes
Declined,male,110207,MORTGAGE,1000,11.06,No
Declined,female,471485,MORTGAGE,13160,11.23,No
Declined,male,42958,RENT,10000,11.54,Yes
Declined,female,180986,MORTGAGE,25000,11.98,No
Declined,male,54941,MORTGAGE,7200,9.63,Yes
Declined,male,26937,OWN,4200,7.95,Yes
Declined,male,96971,MORTGAGE,15000,12.24,Yes
Declined,male,81410,RENT,20000,11.26,Yes
Declined,female,141075,RENT,7967,12.36,Yes
Declined,male,48922,MORTGAGE,7500,12.97,Yes
Declined,male,133026,MORTGAGE,25000,10.78,Yes
Declined,male,36627,OWN,3000,10.92,Yes
Declined,male,114851,MORTGAGE,18000,7.89,Yes
Declined,female,80193,MORTGAGE,12046,5.87,Yes
Declined,female,105667,MORTGAGE,10000,8.87,Yes
Declined,male,25234,RENT,3933,7.99,No
Declined,female,69694,MORTGAGE,7500,9.07,Yes
Declined,male,64046,MORTGAGE,4000,9.22,Yes
Declined,male,33221,MORTGAGE,3000,9.29,Yes
Declined,male,61002,MORTGAGE,6000,12.18,No
Declined,male,59166,MORTGAGE,14000,12.71,Yes
Declined,male,103392,MORTGAGE,7195,7.64,No
Declined,male,57313,RENT,12000,12.33,Yes
Declined,male,74420,RENT,14295,11.3,Yes
Declined,male,121240,MORTGAGE,5000,7.43,Yes
Declined,female,51350,RENT,8530,11.64,No
Declined,male,43880,MORTGAGE,4800,9.06,Yes
Declined,female,99203,MORTGAGE,10000,15.8,Yes
Declined,female,56197,MORTGAGE,15000,9.48,No
Declined,male,46276,RENT,8000,13.56,No
Declined,male,97003,RENT,20000,15.15,No
Declined,male,188291,MORTGAGE,15000,13.97,No
Declined,female,32848,RENT,7000,9.21,No
Declined,male,50548,RENT,5000,7.3,No
Declined,male,105616,MORTGAGE,15000,10.6,Yes
Declined,female,66620,MORTGAGE,8000,6.33,No
Declined,female,97091,RENT,9000,11.37,No
Declined,male,173781,MORTGAGE,5000,11.25,Yes
Declined,female,48847,RENT,3600,10.74,No
Declined,male,72773,MORTGAGE,1800,12.13,No
Declined,female,66068,MORTGAGE,2000,9.05,Yes
Declined,male,120959,MORTGAGE,15000,7.88,Yes
Declined,female,91972,MORTGAGE,15000,14.1,Yes
Declined,female,52664,RENT,5000,7.41,No
Declined,male,35086,RENT,1439,9.27,Yes
Declined,male,51801,MORTGAGE,7480,13.09,No
Declined,male,85234,MORTGAGE,6000,5.62,No
Declined,female,55039,MORTGAGE,9227,10.12,Yes
Declined,female,114604,RENT,14112,7.24,Yes
Declined,female,90985,RENT,20000,10.57,Yes
Declined,male,97408,MORTGAGE,15000,14.51,No
Declined,female,50310,RENT,4605,9.36,Yes
Declined,female,45397,MORTGAGE,15000,10.97,Yes
Declined,female,102664,RENT,7200,7.53,Yes
Declined,female,90986,MORTGAGE,5405,9.13,No
Declined,male,81175,RENT,5000,13.56,Yes
Declined,female,176284,MORTGAGE,14651,7.11,No
Declined,male,85121,MORTGAGE,3000,13.65,No
Declined,male,188986,MORTGAGE,7215,7.69,Yes
Declined,male,73119,MORTGAGE,5192,11.1,No
Declined,male,48716,RENT,6000,7.74,Yes
Declined,male,72909,RENT,15000,11.35,No
Declined,female,145056,MORTGAGE,14000,10,Yes
Declined,male,49278,RENT,2400,6.58,Yes
Declined,female,61091,MORTGAGE,10000,7.63,Yes
Declined,male,154534,MORTGAGE,11214,10.34,Yes
Declined,female,41953,RENT,5000,10.65,No
Declined,male,59463,RENT,12000,12.87,No
Declined,male,29962,RENT,5550,12.53,No
Declined,female,79179,MORTGAGE,10000,11.6,No
Declined,male,50241,RENT,6000,11.2,No
Declined,female,151120,RENT,20036,8.01,Yes
Declined,female,35942,RENT,7054,6.68,Yes
Declined,female,109055,RENT,12000,10.68,Yes
Declined,male,42840,RENT,6000,10.7,Yes
Declined,male,88769,MORTGAGE,7000,10.66,Yes
Declined,male,114747,RENT,24000,8.98,Yes
Declined,female,100480,MORTGAGE,18000,10.48,Yes
Declined,male,116087,MORTGAGE,12000,8.6,No
Declined,female,139427,MORTGAGE,20000,10.57,Yes
Declined,male,90782,MORTGAGE,12000,7.48,Yes
Declined,male,60954,RENT,4800,10.78,Yes
Declined,male,79085,RENT,4000,10.58,No
Declined,male,96849,RENT,14000,14.73,Yes
Declined,male,87311,MORTGAGE,17000,6.18,Yes
Declined,male,51301,RENT,8500,11.43,No
Declined,female,34739,RENT,6300,11.99,Yes
Declined,male,61420,OWN,10000,6.03,Yes
Declined,female,115114,RENT,2465,13.72,Yes
Declined,female,108841,MORTGAGE,7500,9.79,Yes
Declined,female,90963,MORTGAGE,12000,12.85,Yes
Declined,male,39853,RENT,2403,8.84,Yes
Declined,female,42998,RENT,1500,8.91,No
Declined,male,56083,RENT,11000,12.35,Yes
Declined,female,95402,MORTGAGE,1467,10.89,No
Declined,male,38335,RENT,6400,7.78,Yes
Declined,female,53880,RENT,8000,10.3,No
Declined,male,66861,RENT,12307,10.92,Yes
Declined,male,221195,MORTGAGE,20235,11.84,No
Declined,female,71381,MORTGAGE,6400,11.42,Yes
Declined,female,42931,OWN,10000,7.74,Yes
Declined,male,57080,RENT,13000,10.79,Yes
Declined,female,67860,RENT,8039,11.59,No
Declined,female,55917,MORTGAGE,1868,11.6,Yes
Declined,female,108750,MORTGAGE,12000,7.43,Yes
Declined,female,97031,MORTGAGE,20000,11.38,No
Declined,female,79294,MORTGAGE,5153,10.45,Yes
Declined,female,70971,RENT,6000,12.9,Yes
Declined,male,41515,RENT,7000,8.14,No
Declined,male,94504,MORTGAGE,20000,13.9,Yes
Declined,male,29658,MORTGAGE,1111,9.41,No
Declined,female,74185,RENT,17000,6.03,Yes
Declined,male,37145,RENT,6000,7.81,Yes
Declined,male,123680,RENT,23942,9.82,Yes
Declined,female,51512,MORTGAGE,15000,12.77,Yes
Declined,male,55903,RENT,5000,6.39,Yes
Declined,male,67208,RENT,4200,14.8,Yes
Declined,female,73077,RENT,3600,8.61,Yes
Declined,female,69696,RENT,9000,6.63,Yes
Declined,female,64829,RENT,10000,10.13,Yes
Declined,male,49096,RENT,10000,12.06,No
Declined,male,138865,RENT,35000,15.92,Yes
Declined,male,73438,MORTGAGE,10000,5.77,Yes
Declined,female,82541,MORTGAGE,5000,11.06,Yes
Declined,male,133010,MORTGAGE,10848,12.25,Yes
Declined,male,42906,RENT,8000,11.53,Yes
Declined,female,24861,OWN,3000,10.19,Yes
Declined,female,85056,MORTGAGE,1000,12.05,Yes
Declined,female,87353,RENT,12000,10.84,Yes
Declined,female,72987,RENT,11390,11.03,No
Declined,male,48128,MORTGAGE,25000,11.31,Yes
Declined,male,108731,MORTGAGE,18000,9.27,Yes
Declined,male,52488,RENT,7000,7.88,Yes
Declined,male,367833,MORTGAGE,15663,11.59,Yes
Declined,male,68116,MORTGAGE,15000,10.48,Yes
Declined,female,84993,RENT,12758,11.01,No
Declined,female,204903,RENT,12075,12.42,No
Declined,male,73366,RENT,12000,10.49,Yes
Declined,male,80440,MORTGAGE,6000,7.78,Yes
Declined,male,151183,RENT,3000,14.71,Yes
Declined,female,96946,RENT,21000,11.36,Yes
Declined,female,72657,RENT,18000,11.06,Yes
Declined,male,97026,MORTGAGE,6000,11.9,Yes
Declined,female,77654,RENT,18000,8.96,Yes
Declined,male,116186,MORTGAGE,2857,10.59,Yes
Declined,male,78785,MORTGAGE,22683,9.36,No
Declined,male,50241,MORTGAGE,6000,10.37,Yes
Declined,female,143446,MORTGAGE,35000,8.17,No
Declined,female,61015,MORTGAGE,9000,7.66,Yes
Declined,male,75411,RENT,11200,10.04,Yes
Declined,male,90673,RENT,11054,10.05,Yes
Declined,female,31144,RENT,5000,9.68,Yes
Declined,male,70477,RENT,7000,11.14,Yes
Declined,male,119742,MORTGAGE,8124,9.9,No
Declined,female,36929,RENT,7200,11.48,Yes
Declined,female,99473,RENT,5000,6.89,Yes
Declined,female,66954,MORTGAGE,20000,6.92,Yes
Declined,male,51206,RENT,2000,13.82,Yes
Declined,female,28469,MORTGAGE,7000,8.47,No
Declined,female,105338,RENT,14884,10.87,Yes
Declined,female,69195,MORTGAGE,12987,7.88,No
Declined,male,169183,MORTGAGE,18000,15.59,Yes
Declined,female,52073,RENT,3500,10.55,Yes
Declined,female,51147,MORTGAGE,3500,9.7,No
Declined,male,78980,RENT,15000,7.51,Yes
Declined,female,116619,MORTGAGE,10000,13.45,Yes
Declined,male,90914,RENT,5000,11.2,No
Declined,female,67251,RENT,12000,9.69,No
Declined,male,51615,OWN,8000,8.89,Yes
Declined,female,60926,RENT,10000,11.45,Yes
Declined,male,86139,RENT,4899,12.27,Yes
Declined,male,84708,MORTGAGE,20000,11.24,Yes
Declined,male,121241,MORTGAGE,20419,17.49,Yes
Declined,male,97781,RENT,18000,13.92,No
Declined,male,63972,MORTGAGE,7000,6.38,No
Declined,male,93483,MORTGAGE,6077,8.93,No
Declined,male,210851,MORTGAGE,20512,11.7,Yes
Declined,male,57344,RENT,6000,11.66,No
Declined,male,87538,OWN,16000,10.76,Yes
Declined,male,82831,MORTGAGE,2068,10.89,Yes
Declined,female,73956,RENT,6884,10.26,Yes
Declined,male,85217,MORTGAGE,2000,11.3,No
Declined,male,36995,RENT,5000,10.44,Yes
Declined,female,72848,MORTGAGE,6400,9.86,No
Declined,male,33582,RENT,3025,15.88,No
Declined,male,64525,MORTGAGE,8000,9.29,Yes
Declined,male,61011,RENT,15000,13,Yes
Declined,male,109503,MORTGAGE,5512,9.22,Yes
Declined,female,79103,MORTGAGE,6000,6.99,No
Declined,male,68386,RENT,14000,12.19,Yes
Declined,male,210982,MORTGAGE,21000,10.09,No
Declined,female,30183,RENT,4750,10.4,No
Declined,female,66876,RENT,7500,7.68,Yes
Declined,male,115129,MORTGAGE,4000,9.28,Yes
Declined,male,210793,MORTGAGE,10000,15.05,No
Declined,male,87298,MORTGAGE,4331,7.21,Yes
Declined,female,45473,MORTGAGE,8400,10.72,No
Declined,female,97489,MORTGAGE,12000,6.16,Yes
Declined,male,122316,MORTGAGE,11562,11.53,No
Declined,female,112201,RENT,9360,8.37,Yes
Declined,male,144618,RENT,10000,10.02,Yes
Declined,male,47135,RENT,3557,13.34,Yes
Declined,male,25530,RENT,4774,12.06,Yes
Declined,female,132888,MORTGAGE,6138,8.84,Yes
Declined,male,52445,RENT,3000,8.37,Yes
Declined,male,37064,RENT,9032,6.79,Yes
Declined,male,66991,MORTGAGE,5000,7.07,Yes
Declined,female,116238,MORTGAGE,4768,11.42,Yes
Declined,female,145058,MORTGAGE,14000,9.4,No
Declined,female,93625,MORTGAGE,3000,9.06,Yes
Declined,male,68135,MORTGAGE,8000,8.6,Yes
Declined,male,96531,MORTGAGE,30000,10.24,Yes
Declined,male,169246,MORTGAGE,25000,15.88,Yes
Declined,male,111498,MORTGAGE,5779,11.8,No
Declined,female,79329,MORTGAGE,10574,7,Yes
Declined,male,70744,RENT,10000,9.87,No
Declined,male,45553,RENT,3000,11.04,Yes
Declined,female,20559,RENT,2292,12.95,Yes
Declined,male,181044,MORTGAGE,12000,10.46,No
Declined,female,178384,OWN,8000,13.98,Yes
Declined,female,80049,MORTGAGE,12000,7.51,Yes
Declined,male,58530,RENT,3600,9.92,Yes
Declined,male,66821,RENT,10000,10.61,Yes
Declined,male,102918,MORTGAGE,5000,13.54,No
Declined,male,37166,RENT,8000,12.96,Yes
Declined,male,61171,RENT,8000,10.84,Yes
Declined,male,65392,RENT,1326,8.28,Yes
Declined,female,42776,RENT,10614,8.36,No
Declined,female,20271,RENT,2373,11.17,No
Declined,female,73986,MORTGAGE,12000,13.37,Yes
Declined,male,35643,RENT,8000,8.9,Yes
Declined,female,51042,RENT,9711,11.03,Yes
Declined,female,51515,RENT,6000,12.23,Yes
Declined,male,63046,RENT,8400,9.35,Yes
Declined,female,144952,MORTGAGE,16836,6.75,Yes
Declined,male,57559,RENT,5000,12.18,No
Declined,female,84842,MORTGAGE,18000,10.52,Yes
Declined,female,145187,RENT,12000,7.4,No
Declined,male,75239,RENT,8000,10.35,Yes
Declined,female,114953,MORTGAGE,35000,8.42,Yes
Declined,female,85162,MORTGAGE,10000,12.26,No
Declined,male,275548,MORTGAGE,6713,7.55,Yes
Declined,male,30133,RENT,5000,10.97,Yes
Declined,male,133175,MORTGAGE,20000,12.38,No
Declined,male,61411,RENT,12870,9.39,Yes
Declined,female,173823,MORTGAGE,7357,15.54,No
Declined,male,93116,MORTGAGE,12253,7.65,No
Declined,male,43079,RENT,3500,11.88,No
Declined,female,72930,RENT,10000,12,No
Declined,male,121139,MORTGAGE,8000,14.66,Yes
Declined,female,43298,RENT,2028,8.14,Yes
Declined,male,64181,MORTGAGE,15247,9.64,No
Declined,male,60989,MORTGAGE,10000,11.5,Yes
Declined,male,139144,MORTGAGE,20000,15.45,Yes
Declined,male,39482,RENT,5000,9.2,Yes
Declined,female,271654,MORTGAGE,20000,12.23,Yes
Declined,female,149438,MORTGAGE,12000,9.08,Yes
Declined,female,51319,RENT,10443,10.22,Yes
Declined,male,43983,OWN,15000,11.83,Yes
Declined,male,96925,RENT,1782,10.73,No
Declined,male,60836,RENT,6000,10.7,No
Declined,female,72730,MORTGAGE,8000,8.11,Yes
Declined,male,89804,MORTGAGE,10000,7.79,No
Declined,male,109165,MORTGAGE,20000,8.92,No
Declined,female,85220,MORTGAGE,3500,5.42,Yes
Declined,male,126771,RENT,14000,6.03,Yes
Declined,female,44584,RENT,6500,6.12,Yes
Declined,male,73086,MORTGAGE,10500,12.94,No
Declined,male,31562,RENT,6597,10.47,No
Declined,female,48924,RENT,7000,9.26,Yes
Declined,female,157052,RENT,20000,11,No
Declined,female,73029,MORTGAGE,6825,8.13,Yes
Declined,male,53838,MORTGAGE,7000,8.05,No
Declined,female,84944,MORTGAGE,2000,12.39,Yes
Declined,female,18320,RENT,2000,8.25,Yes
Declined,male,66767,MORTGAGE,9600,8.23,Yes
Declined,female,32587,RENT,2348,12.62,No
Declined,male,50952,RENT,9600,12.62,Yes
Declined,female,35537,RENT,3000,10.84,Yes
Declined,male,42728,RENT,6019,11.61,Yes
Declined,female,75758,MORTGAGE,3824,6.89,No
Declined,female,56300,MORTGAGE,4000,10.37,No
Declined,male,49196,RENT,10000,7.45,No
Declined,male,114766,MORTGAGE,5000,7.22,No
Declined,male,58301,OWN,3500,8.49,No
Declined,female,33399,RENT,2489,6.05,No
Declined,male,271098,MORTGAGE,7098,9.27,No
Declined,male,75208,MORTGAGE,7500,12.61,Yes
Declined,male,92153,MORTGAGE,5690,12.25,No
Declined,female,48741,RENT,9000,11.99,Yes
Declined,female,144833,MORTGAGE,6000,11,Yes
Declined,male,95988,MORTGAGE,3919,9.21,No
Declined,female,102282,MORTGAGE,10000,9.65,No
Declined,female,47927,MORTGAGE,8000,6.74,No
Declined,male,63554,RENT,8000,12.45,No
Declined,male,40543,RENT,4000,12.77,No
Declined,male,88985,MORTGAGE,12000,8.88,No
Declined,male,58280,RENT,9000,12.59,No
Declined,male,72693,MORTGAGE,16800,14.28,Yes
Declined,female,127579,MORTGAGE,17539,10.82,Yes
Declined,male,87486,MORTGAGE,5000,12.53,Yes
Declined,male,77560,RENT,4000,5.63,Yes
Declined,female,67302,RENT,10000,13.8,Yes
Declined,male,109972,MORTGAGE,15000,7.68,Yes
Declined,female,29828,RENT,1484,8.43,Yes
Declined,male,48887,RENT,12000,10.3,Yes
Declined,male,49094,RENT,5000,7.48,No
Declined,male,31112,RENT,5000,8.8,Yes
Declined,male,91109,MORTGAGE,10000,9.82,Yes
Declined,male,58588,MORTGAGE,3000,11.99,Yes
Declined,male,57046,RENT,9000,11.01,Yes
Declined,female,58372,RENT,11000,7.8,No
Declined,male,42105,RENT,5000,10.99,No
Declined,female,78640,RENT,8000,11.41,No
Declined,female,83018,MORTGAGE,12000,10.55,No
Declined,female,102941,MORTGAGE,4200,5.99,Yes
Declined,male,39350,RENT,6000,12.57,Yes
Declined,female,70736,RENT,11968,10.08,No
Declined,female,43140,MORTGAGE,8575,14.24,No
Declined,female,124278,MORTGAGE,4000,13.43,Yes
Declined,female,113548,MORTGAGE,25000,12.29,No
Declined,female,113466,MORTGAGE,16000,11.62,Yes
Declined,male,270512,MORTGAGE,25000,15.41,No
Declined,male,79484,RENT,5000,9.63,No
Declined,female,135749,RENT,6016,5.6,No
Declined,female,55032,MORTGAGE,17005,11.87,No
Declined,female,29782,RENT,5000,13.2,No
Declined,male,39851,RENT,4996,7.49,Yes
Declined,male,134949,RENT,12000,12.4,Yes
Declined,male,73384,RENT,12000,10.99,Yes
Declined,female,43052,RENT,10000,10.46,Yes
